,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
44,고산(185),2018-09-09,22.4,19.4,135,24.9,1135,0,0,0,0,0,0,10.6,70,942,7.4,70,945,5.7,4904,16.4,56,1200,69.6,18.7,1006.8,1017.4,2141,1013.3,205,1015,12.6,11.9,1200,3.1,22.52,0,0,0,0,0,1.1,0,22,17.1,0,0,0,0,0,0,0,0,0,4.8,6.9,0,0,0
45,성산(188),2018-09-09,22.1,18.9,545,25.7,1312,0,0,0,0,0,0,9.2,70,1228,5.8,50,938,2.9,2479,15.7,54,1631,67.9,17.8,1012.7,1017.4,2250,1013,228,1015,12.6,9.4,0,0,0,0,0,0,0,0,4.5,0.9,21.3,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,서귀포(189),2018-09-09,22.3,16.8,623,27.9,1429,0,0,0,0,0,0,9.3,70,1336,3.1,20,1435,1.4,1225,14.1,38,1751,61.1,16.2,1008.5,1016.6,2350,1012.6,233,1014.2,12.6,9.4,0,0,0,0,0,0,0,0,2.8,2.1,23.9,18.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,진주(192),2018-09-09,20.5,13,559,27.9,1559,0,0,0,0,0,0,6.4,360,1031,3.1,360,1125,1,848,13.6,36,1603,68.8,15.6,1012.1,1018.2,2255,1013.9,1534,1015.6,12.6,10.7,1200,3.04,22.9,0,0,0,0,0,2.3,1,23.5,10.5,0,0,0,0,0,0,0,0,0,4.3,6.1,0,0,0
48,강화(201),2018-09-09,19.8,12.3,607,26.1,1438,0,0,0,0,0,0,7.2,50,2303,4,20,2303,1.5,1328,11.8,34,1426,62.4,13.9,1011.4,1019.3,2349,1015.6,1,1017,12.7,11.7,0,0,0,0,0,0,0,0,0.8,0.4,24.3,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,양평(202),2018-09-09,20.8,13.5,552,28.1,1517,0,0,0,0,0,0,5.1,70,2159,3.1,200,2334,1.2,1014,12.2,28,1244,62.3,14.3,1011.2,1019.3,2353,1015.1,1527,1016.7,12.7,11.7,0,0,0,0,0,0,0,0,1.8,0,24.3,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,이천(203),2018-09-09,19.7,12.1,615,28.4,1451,0,0,0,0,0,0,4.1,20,2056,2.2,340,1417,0.9,736,12.3,31,1410,67.3,14.4,1007.6,1019.6,2353,1015.3,1623,1016.9,12.7,10.6,0,0,0,0,0,0,0,0,0.5,0.1,24,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,인제(211),2018-09-09,17.6,11.4,611,25,1320,0,0,0,0,0,0,9.4,20,1739,5.9,360,1724,2.4,2042,11.3,33,1532,69.9,13.5,994.9,1021.1,2312,1015.6,1437,1018.2,12.7,10.3,0,0,0,0,0,0,0,0,3,1,19.6,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,홍천(212),2018-09-09,20.1,13.3,549,28.3,1515,0,0,0,0,0,0,6.3,70,1931,3.5,20,1616,1.2,1010,12.3,32,1447,65.1,14.4,1000.8,1019.9,2352,1014.6,1506,1017.1,12.7,11.2,0,0,0,0,0,0,0,0,1.1,0,22.5,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,태백(216),2018-09-09,15.2,7.4,627,21.7,1343,0,0.1,0,0.1,0,0.1,8.8,70,1654,5.5,50,1702,1.7,1505,11.4,50,933,80,13.7,936.5,1020.1,2321,1014.4,1343,1017.6,12.7,8.8,0,0,0,0,0,0,0,0,3.6,2,19.2,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,정선군(217),2018-09-09,18.3,12.1,525,25.9,1353,0,0,0,0,0,0,7.9,140,1729,3.9,140,1734,1.6,1382,12.3,37,1228,72.5,14.3,982.3,1020.7,2312,1015.2,1241,1017.9,12.7,6.7,0,0,0,0,0,0,0,0,3.3,1.1,22.9,11.9,23.2,23.2,23.2,23.4,0,0,0,0,0,0,0,0,0,0
55,제천(221),2018-09-09,19.1,11.1,620,27.7,1548,0,0,0,0,0,0,6.5,70,2124,3.5,70,1707,1.5,1334,11.3,26,1415,65,13.4,986.3,1019,2312,1013.7,1519,1016.3,12.7,10.1,0,0,0,0,0,0,0,0,1.6,0,20.9,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,보은(226),2018-09-09,19.5,11.7,545,27.8,1454,0,0,0,0,0,0,6.3,180,1304,3.9,180,1312,0.8,724,12.6,30,1504,70.3,14.7,996.3,1018.9,2350,1014.4,1531,1016.6,12.7,11.6,0,0,0,0,0,0,0,0,0.3,0,23.1,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,천안(232),2018-09-09,19.3,12.3,546,26.9,1422,0,0,0,0,0,0,4.4,320,1550,2.6,140,1237,0.9,740,11.7,33,1330,65.5,13.8,1006.8,1018.8,2356,1014.9,1507,1016.3,12.7,10.9,0,0,0,0,0,0,0,0,1.3,0.6,23.4,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,보령(235),2018-09-09,20.3,14.9,551,26.6,1338,0,0,0,0,0,0,4.3,360,1408,2,360,1001,0.8,729,13.8,29,1321,68.5,15.8,1014.5,1018.1,2341,1014.8,1,1016.3,12.7,10.1,0,0,0,0,0,0,0,0,0.3,0.3,24.3,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,부여(236),2018-09-09,20.5,13.8,634,28.9,1532,0,0,0,0,0,0,5.8,140,1217,3.2,320,1750,1,904,13.1,25,1354,68.3,15.2,1014.9,1018.4,2359,1014.8,1607,1016.2,12.7,11.7,0,0,0,0,0,0,0,0,0,0,23.4,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,금산(238),2018-09-09,18.9,11.5,553,27.2,1442,0,0,0,0,0,0,5.7,110,1406,3.2,110,1339,1,903,10.8,26,1403,65.8,13,996.4,1018.7,2358,1014.2,1507,1016.3,12.7,9.3,0,0,0,0,0,0,0,0,0.8,0.3,22.5,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,부안(243),2018-09-09,20.4,15.2,454,26.5,1307,0,0,0,0,0,0,7.6,270,1649,4.3,290,1440,1.4,1174,14.6,45,1245,71,16.6,1015,1018.2,2353,1015.1,1,1016.4,12.7,11.8,0,0,0,0,0,0,0,0,0.3,0,24,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,임실(244),2018-09-09,18.9,10.8,600,27.1,1317,0,0,0,0,0,0,6.7,20,1104,3.8,20,1052,1.2,1050,12,21,1240,70.8,14.2,987.4,1018.8,2342,1013.7,1517,1016,12.6,11.3,0,0,0,0,0,0,0,0,0.5,0,21.6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,정읍(245),2018-09-09,19.8,13.8,610,26,1345,0,0,0,0,0,0,6.6,360,1609,5.1,360,1558,1.3,1097,16.3,49,1333,82.1,18.6,1008,1018.3,2400,1014.9,1551,1016.2,12.7,12,0,0,0,0,0,0,0,0,0,0,24.3,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,남원(247),2018-09-09,19.8,12.8,605,28.4,1514,0,0,0,0,0,0,4.3,250,1557,2.6,250,1728,1.1,966,12.5,27,1431,67.9,14.6,1000.4,1018.3,2353,1013.5,1527,1015.8,12.6,12,0,0,0,0,0,0,0,0,1,0,22.4,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,장수(248),2018-09-09,16.8,9.8,438,26.2,1416,0,0,0,0,0,0,5.6,360,1543,3.6,340,1526,1,868,11.8,37,1451,77.5,14,969.3,1019.3,2351,1013.1,1503,1016.3,12.7,8.8,0,0,0,0,0,0,0,0,0.6,0.1,21.2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,고창군(251),2018-09-09,19.4,13.7,625,26.7,1406,0,0,0,0,0,0,11.8,360,1434,7.4,340,1419,2.4,2103,13.6,30,1240,73.1,15.6,1009.4,1018,2354,1014.5,1,1015.7,12.6,8.8,1200,2,12.4,0,0,0,0,0,0,0,24.4,11.8,23.7,23.4,24.2,24.7,0,0,0,0,0,3.3,4.8,0,0,0
67,영광군(252),2018-09-09,20.4,15.1,550,26.9,1349,0,0,0,0,0,0,9.3,360,1142,5.8,360,1625,2.1,1849,13.7,40,1618,68.6,15.7,1011.8,1018.5,2357,1014.9,10,1016.2,12.7,12.1,1200,3.34,25.13,0,0,0,0,0,0.5,0.4,23.9,13,23.6,23.8,24.1,24.5,0,0,0,0,0,5.4,7.7,0,0,0
68,김해시(253),2018-09-09,21.7,18.7,429,27.7,1347,0,0,0,0,0,0,5.7,290,1102,3.8,320,1102,1.9,1649,16.1,48,1637,71.5,18.3,1009,1018.5,2237,1014.3,16,1015.9,12.7,4,1300,1.78,10.41,0,0,0,0,0,8.5,5.8,23,16.9,24.1,24,24.3,24.6,0,0,0,0,0,2.5,3.6,0,0,0
69,순창군(254),2018-09-09,19.1,12.7,700,27.3,1242,0,0,0,0,0,0,8.3,340,1711,6,340,1717,1.3,1164,13.7,33,1237,76.4,15.8,1001.4,1018.7,2339,1014.2,1540,1016.1,12.7,10.1,1200,2.04,15.17,0,0,0,0,0,1.1,0.8,22.8,12.7,23.3,23.5,23.9,24.5,0,0,0,0,0,3.3,4.7,0,0,0
70,북창원(255),2018-09-09,21.7,18.3,424,27.7,1410,0,0,0,0,0,0,7.9,20,1508,3.5,360,1458,1.9,1603,15.7,52,1416,69.8,17.9,1009.6,1017.9,2241,1013.9,1,1015.3,12.6,5.7,1300,1.74,9.74,0,0,0,0,0,7.3,4.3,24.8,18,25.1,25.2,25.5,25.8,0,0,0,0,0,2.4,3.5,0,0,0
71,양산시(257),2018-09-09,22.9,21.1,2337,26.5,1446,0,0,0,0,0,0,9.8,50,1229,5.7,50,1212,3.6,3075,16.6,55,1557,68.1,18.9,1014.6,1018.9,2243,1014.6,417,1016.3,12.6,3.1,1300,1.41,7.86,0,0,0,0,0,8.4,3,23,18.5,22.9,23.1,23.8,24.1,0,0,0,0,0,2.6,3.8,0,0,0
72,보성군(258),2018-09-09,21.1,14,534,29.1,1616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3,35,1617,71.6,17.4,1015.3,1018.1,2344,1014.2,1531,1015.6,12.6,11.8,1200,1.99,15.01,0,0,0,0,0,1,0.8,23,13.7,24.3,23.3,23.7,23.9,0,0,0,0,0,0,0,0,0,0
73,강진군(259),2018-09-09,20.7,13.3,512,28.2,1438,0,0,0,0,0,0,9.6,340,1835,6.5,340,1835,2.3,1999,13.6,35,1212,67.8,15.6,1014.5,1018.4,2325,1014.5,1522,1015.9,12.6,11.5,1100,2.56,18.56,0,0,0,0,0,0.3,0,24.3,8.9,21.8,22.2,23.1,23.7,0,0,0,0,0,4.1,5.8,0,0,0
74,장흥(260),2018-09-09,20.2,12.3,503,28.3,1441,0,0,0,0,0,0,7.1,50,1339,3.8,50,1146,1.3,1147,14.1,37,1218,72.4,16.2,1010,1017.8,2330,1013.6,1517,1015.3,12.6,11.4,0,0,0,0,0,0,0,0,0.3,0,24.6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,해남(261),2018-09-09,19.3,10.9,609,27.4,1421,0,0,0,0,0,0,9.9,270,1701,6.1,340,1922,1.8,1578,13.6,41,1258,73.4,15.6,1013.8,1018.4,2345,1014.5,259,1015.8,12.6,11.8,0,0,0,0,0,0,0,0,0.4,0.3,21,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,고흥(262),2018-09-09,19.8,13,604,28.1,1517,0,0,0,0,0,0,5.1,320,1341,3,320,1318,0.5,399,14.5,37,1519,75.9,16.6,1008.9,1017.5,2354,1013.4,1536,1015,12.6,10.9,0,0,0,0,0,0,0,0,2.3,0.6,23.6,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,의령군(263),2018-09-09,20.7,13.8,628,27.6,1426,0,0,0,0,0,0,4,360,1054,2.8,320,1514,0.9,737,15.8,46,1520,76.4,18.1,1014,1018.1,2231,1013.9,1542,1015.6,12.6,9.5,1100,3.13,22.23,0,0,0,0,0,4.1,0,24.8,13.1,23.9,23.5,23.8,23.9,0,0,0,0,0,3.8,5.5,0,0,0
78,함양군(264),2018-09-09,18.4,11.9,251,27.6,1453,0,0,0,0,0,0,4.9,20,1328,2.2,20,1328,0.4,360,15,41,1431,84,17.1,998.5,1018.9,2336,1013.5,1537,1016.2,12.7,8.8,1200,3.27,22.94,0,0,0,0,0,1.5,1.4,21.1,10.7,21.9,22,22.7,23.2,0,0,0,0,0,3.9,5.6,0,0,0
79,광양시(266),2018-09-09,21.9,15.4,635,27.5,1405,0,0,0,0,0,0,6.1,70,1313,4.1,70,1045,1.5,1276,13.6,38,1321,61.1,15.6,1005.2,1017.7,2358,1013.6,1540,1015.2,12.6,10.3,1200,3.28,23.43,0,0,0,0,0,1.5,0.4,25.4,12,22.9,22.7,22.9,20.7,0,0,0,0,0,5.1,7.4,0,0,0
80,진도군(268),2018-09-09,20.6,13.9,612,25.9,1353,0,0,0,0,0,0,8.1,20,1701,5.7,360,1424,2.2,1919,14.2,41,1544,69.1,16.2,1014.6,1017.4,2323,1013.5,226,1015.2,12.6,11.4,0,0,0,0,0,0,0,0,0.3,0,23.4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,봉화(271),2018-09-09,17.9,10.1,611,24.9,1156,0,0,0,0,0,0,8.1,110,1726,4.1,110,1327,1.6,1417,11.7,42,1056,70.9,13.7,979.4,1019.8,2323,1014.4,1419,1016.9,12.7,9.7,0,0,0,0,0,0,0,0,1.9,0.8,21,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,영주(272),2018-09-09,18.7,11.5,615,27.5,1523,0,0,0,0,0,0,4.5,110,1535,3.5,140,1535,1.4,1201,11.2,31,1131,66.3,13.4,992.1,1019.6,2232,1014,1522,1016.6,12.7,10.3,0,0,0,0,0,0,0,0,1.8,0.9,26.5,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,문경(273),2018-09-09,19.5,12.7,558,28.4,1639,0,0,0,0,0,0,5.2,110,1952,3.3,110,1956,1.3,1119,11.5,28,1438,64.5,13.7,996.7,1019.4,2239,1014.2,1520,1016.5,12.7,10.6,0,0,0,0,0,0,0,0,1.3,0.3,25.6,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,청송군(276),2018-09-09,18.5,12.4,622,25.9,1314,0,0,0,0,0,0,5.8,70,1723,4.3,70,1754,1.4,1205,13.7,45,1318,77,15.7,992.9,1019.3,2232,1014.7,1412,1016.9,12.7,8.2,1200,3.33,20.19,0,0,0,0,0,4.9,3.4,23.5,14.2,22.7,22.7,22.6,22.9,0,0,0,0,0,3.7,5.2,0,0,0
85,영덕(277),2018-09-09,19.8,14.7,559,26.1,1304,0,2,2012,3,2011,6,11.3,50,1642,7.2,20,1205,3,2576,16.3,59,1030,82.1,18.7,1012,1019.5,2234,1015.2,1,1016.9,12.7,7.1,0,0,0,0,0,0,0,0,5.9,1.8,24.8,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,의성(278),2018-09-09,20,12.9,540,29.4,1416,0,0,0,0,0,0,7.6,20,1512,4.5,90,1720,1.4,1243,13.8,30,1418,74,15.9,1007,1019.1,2235,1014.2,1510,1016.5,12.7,9,0,0,0,0,0,0,0,0,2.1,1.1,25.3,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,구미(279),2018-09-09,20.7,14.1,618,27.5,1521,0,0,0,0,0,0,4.9,90,1920,2.7,70,1925,0.9,777,15.8,45,1535,77.3,18,1010.8,1019,2218,1014.3,1542,1016.5,12.7,10.1,0,0,0,0,0,0,0,0,2.1,0.8,27.3,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,영천(281),2018-09-09,20.6,14.1,635,27.2,1219,0,0,0,0,0,0,8.5,90,1256,4.9,90,1745,1.7,1463,14.3,38,1200,70.5,16.3,1005.3,1018.6,2344,1014.6,1432,1016.1,12.7,10.1,0,0,0,0,0,0,0,0,5.3,3,22.7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,경주시(283),2018-09-09,20.3,16.6,4,25.1,1432,0,0,0,0,0,0,9,50,1524,5.9,50,1528,1.9,1682,17.4,61,1423,85,19.9,1011.9,1018.7,2322,1014.6,12,1016.3,12.7,2,1300,1.63,9.71,0,0,0,0,0,8.6,6,22.2,15.4,22.2,22.5,23.1,23.9,0,0,0,0,0,2.2,3.1,0,0,0
90,거창(284),2018-09-09,18.2,11.1,436,26.6,1621,0,0,0,0,0,0,4.7,360,1632,3,340,1703,0.9,815,13.7,39,1625,79.1,15.7,988.6,1017.5,2322,1012.4,1534,1014.8,12.7,7.1,0,0,0,0,0,0,0,0,2.6,1.6,22.4,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,합천(285),2018-09-09,20.4,13.5,628,27.9,1559,0,0,0,0,0,0,6.7,70,1152,3.6,50,1218,1.2,1034,14.4,32,1604,73.8,16.5,1012.2,1018.3,2324,1014,1551,1015.9,12.7,10.3,0,0,0,0,0,0,0,0,2.3,0.9,23.6,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,밀양(288),2018-09-09,21.8,17.2,430,26.8,1532,0,0,0,0,0,0,6.9,50,1320,3.6,20,1449,1.6,1378,13.9,42,1443,62.8,15.9,1014.2,1017.9,2253,1014.1,10,1015.5,12.7,5.4,0,0,0,0,0,0,0,0,7.1,5.1,24.3,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,산청(289),2018-09-09,19,12.8,719,28.3,1527,0,0,0,0,0,0,4.4,70,1258,2.6,270,1322,1.1,987,14.1,37,1607,77.6,16.1,999.9,1018.6,2359,1013.5,1554,1016,12.7,9,0,0,0,0,0,0,0,0,1.5,0.8,22.6,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,거제(294),2018-09-09,22.5,20.1,57,27.1,1347,0,0,0,0,0,0,6.2,90,2033,2.8,320,814,1.6,1408,17.8,61,1349,75.6,20.4,1009.8,1017.8,2222,1013.6,322,1015.1,12.6,4.1,0,0,0,0,0,0,0,0,8,0,22.4,16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,남해(295),2018-09-09,21.5,16.2,555,28,1520,0,0,0,0,0,0,3.9,320,934,2.2,340,938,1.1,925,16.2,45,1635,73.6,18.4,1010.1,1017.7,2227,1013.9,1537,1015.4,12.6,10.6,0,0,0,0,0,0,0,0,4.1,0.9,24.2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
